huespedes,dormitorios,camas,baños,precio_eur,valoracion,alojamiento,limpieza,llegada_autonoma,ubicacion_fantastica,wifi,cocina,lavadora,aire,secador,frigorifico,ciudad,nombre,urls
2,1,1,1,61,4.0,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Apartamento en el corazón de la ciudad,https://www.airbnb.es/rooms/8928529?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
2,1,2,1,25,4.0,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,HABITACIÓN EN EL CENTRO HISTÓRICO DE LA CIUDAD,https://www.airbnb.es/rooms/34858669?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
4,1,2,1,49,4.74,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"Isbilia apartamento,",https://www.airbnb.es/rooms/21182211?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
2,1,1,1,50,4.72,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Duplex - Corazón de Sevilla *WiFi,https://www.airbnb.es/rooms/7306688?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
6,1,1,1,53,4.38,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Marqués 5, TERRAZA, CENTRO (WIFI)",https://www.airbnb.es/rooms/4994508?adults=1&children=0&infants=0&check_in=2022-10-28&check_out=2022-10-30&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
2,1,1,1,60,4.7,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"Terraza con bañera en la Alameda, centro histórico",https://www.airbnb.es/rooms/28465343?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
4,1,2,1,60,4.47,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Duplex en pleno centro histórico de Sevilla,https://www.airbnb.es/rooms/14061830?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
4,1,2,1,65,4.34,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento central + acceso gratis al gimnasio,https://www.airbnb.es/rooms/21480031?adults=1&children=0&infants=0&check_in=2022-05-20&check_out=2022-05-22&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
6,2,4,1,55,4.74,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Bright, Enchanting Apartment in the Heart of Seville",https://www.airbnb.es/rooms/plus/31135768?adults=1&children=0&infants=0&check_in=2022-09-09&check_out=2022-09-11&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
1,1,1,1,25,4.95,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Habitación cerca del centro +desayuno,https://www.airbnb.es/rooms/705697?adults=1&children=0&infants=0&check_in=2022-10-14&check_out=2022-10-16&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
2,0,1,1,39,4.76,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,CLB Feria Apartment,https://www.airbnb.es/rooms/21375270?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
4,1,2,1,52,4.89,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento Plaza Nueva Sevilla Centro Catedral,https://www.airbnb.es/rooms/20225001?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=4e4ef0ba-2e53-4497-bb45-26e565a860fe
2,1,2,1,54,4.4,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento acogedor con la mejor ubicación.,https://www.airbnb.es/rooms/52769855?adults=1&children=0&infants=0&check_in=2022-11-18&check_out=2022-11-20&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,36,4.91,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Nice Firenze Room in Seville City Center,https://www.airbnb.es/rooms/16242281?adults=1&children=0&infants=0&check_in=2021-12-17&check_out=2021-12-19&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,1,1,49,4.38,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Excelente Apt. a 5 minutos del centro,https://www.airbnb.es/rooms/15541306?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,3,1,52,4.69,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento Centro Encarnación 1º D,https://www.airbnb.es/rooms/44670654?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
1,1,1,1,24,4.59,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Casa histórica centro. Room 4. VFT/SE/00410,https://www.airbnb.es/rooms/721624?adults=1&children=0&infants=0&check_in=2022-04-29&check_out=2022-05-01&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,2,1,54,4.72,Alojamiento entero,Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Tu piso en la Alameda de Hércules + acceso a gym,https://www.airbnb.es/rooms/33847340?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,33,4.79,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,H2. HABITACIÓN PRIVADA Y BAÑO PRIVADO.,https://www.airbnb.es/rooms/32057463?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,2,1,27,4.0,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,HABITACIÓN EN EL CENTRO HISTÓRICO DE LA CIUDAD,https://www.airbnb.es/rooms/34858669?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,55,4.69,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento en pleno centro,https://www.airbnb.es/rooms/32708044?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,0,2,1,53,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Patio Andaluz siglo XVI casco histórico de Sevilla,https://www.airbnb.es/rooms/43817785?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,1,1,50,4.64,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,MODERNO Y CÉNTRICO APARTAMENTO,https://www.airbnb.es/rooms/13292534?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,1,2,60,4.9,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,ORIGINAL APARTAMENTO EN EL CENTRO,https://www.airbnb.es/rooms/4238814?adults=1&children=0&infants=0&check_in=2022-07-22&check_out=2022-07-24&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,48,4.86,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Estudio en Sevilla centro historico,https://www.airbnb.es/rooms/9618589?adults=1&children=0&infants=0&check_in=2022-01-07&check_out=2022-01-09&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,78,4.97,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"Amplitud, Elegancia y Excelente Ubicación",https://www.airbnb.es/rooms/12978432?adults=1&children=0&infants=0&check_in=2022-03-25&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,2,1,47,4.77,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,APARTAMENTO CON TERRAZA PRIVADA VFT/SE/00595,https://www.airbnb.es/rooms/1123440?adults=1&children=0&infants=0&check_in=2022-08-19&check_out=2022-08-21&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,4,1,56,4.84,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Moderno apartamento en el centro de Sevilla,https://www.airbnb.es/rooms/23383420?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,1,1,27,4.76,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"La encarnación, Centro de Sevilla",https://www.airbnb.es/rooms/18089492?adults=1&children=0&infants=0&check_in=2022-08-12&check_out=2022-08-14&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
4,1,1,1,48,4.71,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Apartamento con encanto en juderia,https://www.airbnb.es/rooms/23866833?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,0,1,1,56,4.82,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"El Corazón de Sevilla, estudio céntrico Wifi",https://www.airbnb.es/rooms/10132972?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,1,2,1,35,4.63,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Habitación centro en casa típica andaluza,https://www.airbnb.es/rooms/8609567?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=9fa5d892-62aa-40d3-a946-d4594210f7ce
2,0,1,1,60,4.95,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"""Oasi conTerraza""Basilica Macarena VTF/SE/00405",https://www.airbnb.es/rooms/5782306?adults=1&children=0&infants=0&check_in=2022-05-27&check_out=2022-05-29&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,14,4.41,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,CENTRICA HABITACION EN SEVILLA & FREE PARKING WIFI,https://www.airbnb.es/rooms/799176?adults=1&children=0&infants=0&check_in=2022-09-16&check_out=2022-09-18&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,4,1,56,4.84,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Moderno apartamento en el centro de Sevilla,https://www.airbnb.es/rooms/23383420?adults=1&children=0&infants=0&check_in=2022-07-08&check_out=2022-07-10&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,50,4.82,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Central loft (Triana) 2 double beds 1 bedroom,https://www.airbnb.es/rooms/14068184?adults=1&children=0&infants=0&check_in=2022-07-01&check_out=2022-07-03&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,48,4.79,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento Plaza Museo Sevilla Centro Histórico,https://www.airbnb.es/rooms/20581734?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,55,4.86,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Yellow Sun Apartment,https://www.airbnb.es/rooms/49894193?adults=1&children=0&infants=0&check_in=2022-03-11&check_out=2022-03-13&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,59,4.67,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"MODERN, QUIET & CENTRALLY LOCATED",https://www.airbnb.es/rooms/10915389?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
1,1,1,1,35,4.74,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Habitación 2 en casa con encanto,https://www.airbnb.es/rooms/1174622?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,2,1,54,4.4,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento acogedor con la mejor ubicación.,https://www.airbnb.es/rooms/52769855?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,1,1,49,4.87,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"SEVILLA MODERNO, CÉNTRICO, PISO REFORMADO",https://www.airbnb.es/rooms/20976514?adults=1&children=0&infants=0&check_in=2022-05-27&check_out=2022-05-29&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,85,4.96,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Loft contemporáneo, acogedor y tranquilo en el casco antiguo de Sevilla",https://www.airbnb.es/rooms/plus/21606235?adults=1&children=0&infants=0&check_in=2022-07-22&check_out=2022-07-24&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,3,1,60,4.71,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,APARTAMENTO SUPERCENTRICO PATIO ANDALUZ,https://www.airbnb.es/rooms/21994534?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,50,4.89,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Loft 4 plazas nuevo en el centro junto a Ave,https://www.airbnb.es/rooms/38986728?adults=1&children=0&infants=0&check_in=2022-02-11&check_out=2022-02-13&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,0,1,1,42,4.1,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Estudio bajo con patio, plaza nueva",https://www.airbnb.es/rooms/52018775?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,2,1,35,4.8,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Habitación con terraza Sevilla,https://www.airbnb.es/rooms/11683177?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,33,4.79,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,H2. HABITACIÓN PRIVADA Y BAÑO PRIVADO.,https://www.airbnb.es/rooms/32057463?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,90,4.92,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,El Escondite de la calle Aire. Un romántico apartamento en el corazón de Sevilla,https://www.airbnb.es/rooms/plus/29537056?adults=1&children=0&infants=0&check_in=2022-03-25&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,50,4.63,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Acogedor apartamento en Triana,https://www.airbnb.es/rooms/52105007?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,51,4.67,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Apartamento diseño centro histórico,https://www.airbnb.es/rooms/17977809?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
2,1,1,1,90,4.88,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,ÁTICO CON VISTAS A LA TORRE DEL ORO Y CATEDRAL,https://www.airbnb.es/rooms/14307471?adults=1&children=0&infants=0&check_in=2022-10-14&check_out=2022-10-16&previous_page_section_name=1000&federated_search_id=686e7f96-dd19-4bc2-bb73-f1f72ab1d1b9
4,1,2,1,70,4.89,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,ACOGEDOR APTO A ESTRENAR TERRAZA COMUN Y WIFI,https://www.airbnb.es/rooms/23970555?adults=1&children=0&infants=0&check_in=2022-09-16&check_out=2022-09-18&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,2,1,94,4.93,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento Luchana,https://www.airbnb.es/rooms/41555071?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
6,2,4,1,55,4.74,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Luminoso y encantador apartamento en el corazón de Sevilla,https://www.airbnb.es/rooms/plus/31135768?adults=1&children=0&infants=0&check_in=2022-10-28&check_out=2022-10-30&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
6,2,5,1,43,4.62,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,BRIGHT AND CHEERFUL APARTMENT IN THE CENTER,https://www.airbnb.es/rooms/34036744?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,2,1,50,4.87,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Cosy Apartment in the City Centre - WiFi,https://www.airbnb.es/rooms/9323663?adults=1&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-07&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,1,1,71,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Bajo acogedor en Conde de Ibarra,https://www.airbnb.es/rooms/35359158?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,2,3,1,100,4.97,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Elegant & central apartment with unique views,https://www.airbnb.es/rooms/33488699?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
3,1,1,1,38,4.5,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Acogedor apartamento en el centro,https://www.airbnb.es/rooms/50693163?adults=1&children=0&infants=0&check_in=2022-06-24&check_out=2022-06-26&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,1,1,78,4.97,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"Amplitud, Elegancia y Excelente Ubicación",https://www.airbnb.es/rooms/12978432?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
